Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-81rl,checkpoint-ciwr,checkpoint-77l8,checkpoint-x76j,checkpoint-b2g1,checkpoint-5gtg,checkpoint-dxsu,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Diagram Box Rows,TextTypes,TestTextArea
14,1654679203668,08/06/2022 09:06:43,1654679203952,2,08/06/2022 11:06:43,86110,10,task-ewz2,,22353129,BLIND,6588682,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,5,RestudyDecision,Selection1,response_dropdown,8458.02899999998,,,Ja,,0,1,0,,,,,,SportenWithSS,,5,,8
15,1654679203749,08/06/2022 09:06:43,1654679203958,2,08/06/2022 11:06:43,86110,10,task-ewz2,,22353129,BLIND,6588682,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,5,RestudyDecision,script,force_advance,8458.02899999998,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
16,1654679212332,08/06/2022 09:06:52,1654679212624,2,08/06/2022 11:06:52,86110,10,task-ewz2,,22353129,BLIND,6588682,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,6,JoL1,Null,response_button_text,8611.400000095367,,,0,1,0,1,0,,,,,,SportenWithSS,,5,,8
17,1654679217940,08/06/2022 09:06:57,1654679218224,2,08/06/2022 11:06:58,86110,10,task-ewz2,,22353129,BLIND,6588682,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,7,InstructieToets,advancementZone,continue_button,5567.799999952316,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
18,1654679303212,08/06/2022 09:08:23,1654679303482,2,08/06/2022 11:08:23,86110,10,task-ewz2,,22353129,BLIND,6588682,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,8,Test,buttonA,response_text_area,85221.10000002384,,,"omdat hun hart is getraind
hun hart is gezonder
hun longen zijn meer getrained door het bewegen en het uitputten
?",,0,1,0,,,,,,SportenWithSS,,5,,8
19,1654679303274,08/06/2022 09:08:23,1654679303485,2,08/06/2022 11:08:23,86110,10,task-ewz2,,22353129,BLIND,6588682,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,8,Test,buttonB,continue_button,85221.10000002384,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
20,1654679305635,08/06/2022 09:08:25,1654679305917,2,08/06/2022 11:08:25,86110,10,task-ewz2,,22353129,BLIND,6588682,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,9,Klaar4Experiment,advancementZone,continue_button,2416.8000000715256,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
21,1654679305710,08/06/2022 09:08:25,1654679305923,2,08/06/2022 11:08:25,86110,10,task-ewz2,,22353129,BLIND,6588682,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,,,END TASK,,,,,266163,,,,,0,1,0,,,,,,,,,,
1,1654679039252,08/06/2022 09:03:59,1654679046174,2,08/06/2022 11:04:06,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1654679042204,08/06/2022 09:04:02,1654679049166,2,08/06/2022 11:04:09,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,1,Intro,Zone2,continue_button,2791.5,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
3,1654679077449,08/06/2022 09:04:37,1654679084425,2,08/06/2022 11:04:44,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,2,Text,advancementZone,continue_button,35236.5,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
4,1654679177794,08/06/2022 09:06:17,1654679184782,2,08/06/2022 11:06:24,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox4,response_text_area,100326.90000009537,,,Het risico op hart- en longziektes wordt hierdoor kleiner,,0,1,0,,,,,,SportenWithSS,,5,,8
5,1654679178076,08/06/2022 09:06:18,1654679184786,2,08/06/2022 11:06:24,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox3,response_text_area,100326.90000009537,,,De zuurstof moet naar de spieren worden getransporteerd,,0,1,0,,,,,,SportenWithSS,,5,,8
6,1654679178076,08/06/2022 09:06:18,1654679184786,2,08/06/2022 11:06:24,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox2,response_text_area,100326.90000009537,,,Om genoeg zuurstof te kunnen opnemen ademen we sneller,,0,1,0,,,,,,SportenWithSS,,5,,8
7,1654679178076,08/06/2022 09:06:18,1654679184786,2,08/06/2022 11:06:24,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox1,response_text_area,100326.90000009537,,,Tijdens het sporten hebben spieren meer zuurstof nodig,,0,1,0,,,,,,SportenWithSS,,5,,8
8,1654679178076,08/06/2022 09:06:18,1654679184787,2,08/06/2022 11:06:24,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,Zone1,continue_button,100326.90000009537,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
9,1654679202558,08/06/2022 09:06:42,1654679209526,2,08/06/2022 11:06:49,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection1,response_dropdown,24741.77799999999,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
10,1654679202630,08/06/2022 09:06:42,1654679209529,2,08/06/2022 11:06:49,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection2,response_dropdown,24741.77799999999,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
11,1654679202630,08/06/2022 09:06:42,1654679209530,2,08/06/2022 11:06:49,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection3,response_dropdown,24741.77799999999,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
12,1654679202630,08/06/2022 09:06:42,1654679209531,2,08/06/2022 11:06:49,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection4,response_dropdown,24741.77799999999,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
13,1654679202630,08/06/2022 09:06:42,1654679209531,2,08/06/2022 11:06:49,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,script,force_advance,24741.77799999999,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
14,1654679206110,08/06/2022 09:06:46,1654679213060,2,08/06/2022 11:06:53,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,5,RestudyDecision,Selection1,response_dropdown,3546.4990000000107,,,Nee,,0,1,0,,,,,,SportenWithSS,,5,,8
15,1654679206154,08/06/2022 09:06:46,1654679213061,2,08/06/2022 11:06:53,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,5,RestudyDecision,script,force_advance,3546.4990000000107,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
16,1654679213708,08/06/2022 09:06:53,1654679220676,2,08/06/2022 11:07:00,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,6,JoL1,Three,response_button_text,7597.900000095367,,,3,1,0,1,0,,,,,,SportenWithSS,,5,,8
17,1654679216713,08/06/2022 09:06:56,1654679223695,2,08/06/2022 11:07:03,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,7,InstructieToets,advancementZone,continue_button,3009.899999976158,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
18,1654679298086,08/06/2022 09:08:18,1654679305067,2,08/06/2022 11:08:25,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,8,Test,buttonA,response_text_area,81345.79999995232,,,"1. Tijdens het sporten hebben de spieren meer zuurstof nodig
2. We ademen sneller om meer zuurstof binnen te krijgen
3. De zuurstof moet worden getransporteerd
4. Het hart moet sneller pompen
",,0,1,0,,,,,,SportenWithSS,,5,,8
19,1654679298154,08/06/2022 09:08:18,1654679305070,2,08/06/2022 11:08:25,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,8,Test,buttonB,continue_button,81345.79999995232,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
20,1654679302639,08/06/2022 09:08:22,1654679309618,2,08/06/2022 11:08:29,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,9,Klaar4Experiment,advancementZone,continue_button,4538.5,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
21,1654679302728,08/06/2022 09:08:22,1654679309623,2,08/06/2022 11:08:29,86110,10,task-ewz2,,22353128,BLIND,6588712,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,,,END TASK,,,,,263449,,,,,0,1,0,,,,,,,,,,
1,1654679019788,08/06/2022 09:03:39,1654679027385,2,08/06/2022 11:03:47,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1654679025288,08/06/2022 09:03:45,1654679032950,2,08/06/2022 11:03:52,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,1,Intro,Zone2,continue_button,5288.10000038147,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
3,1654679095230,08/06/2022 09:04:55,1654679102890,2,08/06/2022 11:05:02,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,2,Text,advancementZone,continue_button,69906.60000038147,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
4,1654679164746,08/06/2022 09:06:04,1654679172380,2,08/06/2022 11:06:12,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox4,response_text_area,69420,,,het risico op longziektes word lager,,0,1,0,,,,,,SportenWithSS,,5,,8
5,1654679165148,08/06/2022 09:06:05,1654679172384,2,08/06/2022 11:06:12,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox3,response_text_area,69420,,,je gaat sneller ademens als je meer zuurstof nodig hebt,,0,1,0,,,,,,SportenWithSS,,5,,8
6,1654679165148,08/06/2022 09:06:05,1654679172384,2,08/06/2022 11:06:12,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox2,response_text_area,69420,,,tijdens het sporten heb je meer zuurstof nodig,,0,1,0,,,,,,SportenWithSS,,5,,8
7,1654679165148,08/06/2022 09:06:05,1654679172385,2,08/06/2022 11:06:12,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox1,response_text_area,69420,,,sporten is gezond,,0,1,0,,,,,,SportenWithSS,,5,,8
8,1654679165148,08/06/2022 09:06:05,1654679172385,2,08/06/2022 11:06:12,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,Zone1,continue_button,69420,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
9,1654679206339,08/06/2022 09:06:46,1654679213991,2,08/06/2022 11:06:53,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection1,response_dropdown,41575.445999999996,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
10,1654679206418,08/06/2022 09:06:46,1654679213996,2,08/06/2022 11:06:53,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection2,response_dropdown,41575.445999999996,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
11,1654679206418,08/06/2022 09:06:46,1654679213997,2,08/06/2022 11:06:53,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection3,response_dropdown,41575.445999999996,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
12,1654679206418,08/06/2022 09:06:46,1654679213998,2,08/06/2022 11:06:53,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection4,response_dropdown,41575.445999999996,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
13,1654679206418,08/06/2022 09:06:46,1654679213998,2,08/06/2022 11:06:53,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,script,force_advance,41575.445999999996,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
14,1654679218199,08/06/2022 09:06:58,1654679225826,2,08/06/2022 11:07:05,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,5,RestudyDecision,Selection1,response_dropdown,11871.597999999998,,,Ja,,0,1,0,,,,,,SportenWithSS,,5,,8
15,1654679218258,08/06/2022 09:06:58,1654679225830,2,08/06/2022 11:07:05,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,5,RestudyDecision,script,force_advance,11871.597999999998,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
16,1654679223517,08/06/2022 09:07:03,1654679231172,2,08/06/2022 11:07:11,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,6,JoL1,Three,response_button_text,5311.199999809265,,,3,1,0,1,0,,,,,,SportenWithSS,,5,,8
17,1654679226147,08/06/2022 09:07:06,1654679233807,2,08/06/2022 11:07:13,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,7,InstructieToets,advancementZone,continue_button,2615.4000005722046,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
18,1654679292885,08/06/2022 09:08:12,1654679300510,2,08/06/2022 11:08:20,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,8,Test,buttonA,response_text_area,66668.30000019073,,,"hun longen worden sterker, hun hard gaat sneller pompen en ze hebben ook minder kans op longziektes",,0,1,0,,,,,,SportenWithSS,,5,,8
19,1654679292948,08/06/2022 09:08:12,1654679300514,2,08/06/2022 11:08:20,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,8,Test,buttonB,continue_button,66668.30000019073,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
20,1654679295064,08/06/2022 09:08:15,1654679302718,2,08/06/2022 11:08:22,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,9,Klaar4Experiment,advancementZone,continue_button,2192.800000190735,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
21,1654679295168,08/06/2022 09:08:15,1654679302725,2,08/06/2022 11:08:22,86110,10,task-ewz2,,22353123,BLIND,6588702,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,,,END TASK,,,,,275340,,,,,0,1,0,,,,,,,,,,
1,1654679018640,08/06/2022 09:03:38,1654679018868,2,08/06/2022 11:03:38,86110,10,task-ewz2,,22353122,BLIND,6588696,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
